!SIL	sil
<unk>	spn
zarządzeniem	z a Z oc5 dz e n i e m
zarządzi	z a Z oc5 dzj i
zarządzie	z a Z oc5 dzj e
zarządził	z a Z oc5 dzj i w
zarządzą	z a Z oc5 dz oc5
zarówno	z a r u v n o
zarębskiego	z a r eo5 b s k i e g o
zasad	z a s a d
zasada	z a s a d a
zasadach	z a s a d a h
zasadami	z a s a d a m i
zasadne	z a s a d n e
zasadnicze	z a s a d n i tS e
zasadniczego	z a s a d n i tS e g o
zasadniczo	z a s a d n i tS o
zasadniczy	z a s a d n i tS i2
zasadniczych	z a s a d n i tS i2 h
zasadniczą	z a s a d n i tS oc5
zasady	z a s a d i2
zasadza	z a s a dz a
zasadzce	z a s a dz c e
zasadzie	z a s a dzj e
zasadzkach	z a s a dz k a h
zasadzki	z a s a dz k i
zasadzkę	z a s a dz k e
zasadą	z a s a d oc5
zasadę	z a s a d e
zasiada	z a tsj a d a
zasiadających	z a tsj a d a j oc5 c i2 h
zasiadali	z a tsj a d a l j
zasiadania	z a tsj a d a n i a
zasiadaniu	z a tsj a d a n i u
zasiadać	z a tsj a d a tsj
zasiadał	z a tsj a d a w
zasiadała	z a tsj a d a w a
zasiadały	z a tsj a d a w i2
zasiec	z a sj e c
zasiedlająca	z a sj e d l a j oc5 c a
zasiedlane	z a sj e d l a n e
zasiewów	z a sj e v u v
zasilacze	z a sj i l a tS e
zasilaczy	z a sj i l a tS i2
zasilającego	z a sj i l a j oc5 c e g o
zasilania	z a sj i l a n i a
zasilać	z a sj i l a tsj
zasiądzie	z a tsj oc5 dzj e
zasięgiem	z a sj eo5 g i e m
zasięgnięciu	z a sj eo5 g n i eo5 tsj u
zasięgu	z a sj eo5 g u
zasiłki	z a sj i w k i
zasiłków	z a sj i w k u v
zaskakiwać	z a s k a k i v a tsj
zaskakująca	z a s k a k u j oc5 c a
zaskakujące	z a s k a k u j oc5 c e
zaskakująco	z a s k a k u j oc5 c o
zaskarżenia	z a s k a r Z e n i a
zaskarżonego	z a s k a r Z o n e g o
zaskarżonych	z a s k a r Z o n i2 h
zaskarżoną	z a s k a r Z o n oc5
zaskarży	z a s k a r Z i2
zaskarżyć	z a s k a r Z i2 tsj
zaskarżyła	z a s k a r Z i2 w a
zaskoczeni	z a s k o tS e n i
zaskoczeniem	z a s k o tS e n i e m
zaskoczeniu	z a s k o tS e n i u
zaskoczone	z a s k o tS o n e
zaskoczyła	z a s k o tS i2 w a
zaskoczyły	z a s k o tS i2 w i2
zasmuciło	z a s m u tsj i w o
zasobach	z a s o b a h
zasoby	z a s o b i2
zasobów	z a s o b u v
zaspany	z a s p a n i2
zaspokajał	z a s p o k a j a w
zaspokoić	z a s p o k o i tsj
zaspokojenie	z a s p o k o j e n i e
zaspy	z a s p i2
zastali	z a s t a l j
zastanawia	z a s t a n a v i a
zastanawiają	z a s t a n a v i a j oc5
zastanawiając	z a s t a n a v i a j oc5 c
zastanawiali	z a s t a n a v i a l j
zastanawiam	z a s t a n a v i a m
zastanawiamy	z a s t a n a v i a m i2
zastanawiano	z a s t a n a v i a n o
zastanawiać	z a s t a n a v i a tsj
zastanawiał	z a s t a n a v i a w
zastanawiałam	z a s t a n a v i a w a m
zastanowić	z a s t a n o v i tsj
zastanowiło	z a s t a n o v i w o
zastanówcie	z a s t a n u v tsj e
zastanówmy	z a s t a n u v m i2
zastawia	z a s t a v i a
zastawiony	z a s t a v i o n i2
zastawiły	z a s t a v i w i2
zastać	z a s t a tsj
zastał	z a s t a w
zastała	z a s t a w a
zastałam	z a s t a w a m
zastoju	z a s t o j u
zastosowali	z a s t o s o v a l j
zastosowane	z a s t o s o v a n e
zastosowanej	z a s t o s o v a n e j
zastosowania	z a s t o s o v a n i a
zastosowaniach	z a s t o s o v a n i a h
zastosowanie	z a s t o s o v a n i e
zastosowaniem	z a s t o s o v a n i e m
zastosowaniu	z a s t o s o v a n i u
zastosowano	z a s t o s o v a n o
zastosować	z a s t o s o v a tsj
zastosował	z a s t o s o v a w
zastosuje	z a s t o s u j e
zastosują	z a s t o s u j oc5
zastraszającym	z a s t r a S a j oc5 c i2 m
zastraszani	z a s t r a S a n i
zastrzega	z a s t S e g a
zastrzegają	z a s t S e g a j oc5
zastrzegał	z a s t S e g a w
zastrzelili	z a s t S e l j l j
zastrzelić	z a s t S e l j tsj
zastrzelono	z a s t S e l o n o
zastrzelony	z a s t S e l o n i2
zastrzelonych	z a s t S e l o n i2 h
zastrzeżenia	z a s t S e Z e n i a
zastrzeżeniem	z a s t S e Z e n i e m
zastój	z a s t u j
zastąpi	z a s t oc5 p i
zastąpione	z a s t oc5 p i o n e
zastąpiono	z a s t oc5 p i o n o
zastąpić	z a s t oc5 p i tsj
zastąpił	z a s t oc5 p i w
zastąpiły	z a s t oc5 p i w i2
zastępca	z a s t eo5 p c a
zastępcy	z a s t eo5 p c i2
zastępców	z a s t eo5 p c u v
zastępcą	z a s t eo5 p c oc5
zastępcę	z a s t eo5 p c e
zastępowania	z a s t eo5 p o v a n i a
zastępować	z a s t eo5 p o v a tsj
zastępuje	z a s t eo5 p u j e
zastępując	z a s t eo5 p u j oc5 c
zastępy	z a s t eo5 p i2
zasugerować	z a s u g e r o v a tsj
zasugerował	z a s u g e r o v a w
zasygnalizuje	z a s i2 g n a l j z u j e
zasypane	z a s i2 p a n e
zasypanego	z a s i2 p a n e g o
zasypanej	z a s i2 p a n e j
zasypania	z a s i2 p a n i a
zasypanie	z a s i2 p a n i e
zasypany	z a s i2 p a n i2
zasypującymi	z a s i2 p u j oc5 c i2 m i
zaszczyceni	z a S tS i2 c e n i
zaszczyt	z a S tS i2 t
zaszczytnej	z a S tS i2 t n e j
zaszkodzi	z a S k o dzj i
zaszkodzić	z a S k o dzj i tsj
zaszkodziło	z a S k o dzj i w o
zaszkodziły	z a S k o dzj i w i2
zaszliśmy	z a S l j sj m i2
zaszywanie	z a S i2 v a n i e
zaszłości	z a S w o sj tsj i
zaszły	z a S w i2
zasądzenia	z a s oc5 dz e n i a
zasłabłem	z a s w a b w e m
zasłaniając	z a s w a n i a j oc5 c
zasłonił	z a s w o n i w
zasług	z a s w u g
zasługach	z a s w u g a h
zasługuje	z a s w u g u j e
zasługują	z a s w u g u j oc5
zasługę	z a s w u g e
zasłużyć	z a s w u Z i2 tsj
zasłużył	z a s w u Z i2 w
zasłużyła	z a s w u Z i2 w a
zasłużyły	z a s w u Z i2 w i2
zataczając	z a t a tS a j oc5 c
zatajanie	z a t a j a n i e
zatapiając	z a t a p i a j oc5 c
zatarcia	z a t a r tsj a
zatargi	z a t a r g i
zatarte	z a t a r t e
zatelefonował	z a t e l e f o n o v a w
zatem	z a t e m
zatkały	z a t k a w i2
zatoczce	z a t o tS c e
zatoki	z a t o k i
zatoką	z a t o k oc5
zatonął	z a t o n oc5 w
zatracono	z a t r a c o n o
zatroskanych	z a t r o s k a n i2 h
zatrucia	z a t r u tsj a
zatruciu	z a t r u tsj u
zatrudni	z a t r u d n i
zatrudnia	z a t r u d n i a
zatrudniają	z a t r u d n i a j oc5
zatrudniającego	z a t r u d n i a j oc5 c e g o
zatrudniający	z a t r u d n i a j oc5 c i2
zatrudniających	z a t r u d n i a j oc5 c i2 h
zatrudniani	z a t r u d n i a n i
zatrudnianie	z a t r u d n i a n i e
zatrudnianiu	z a t r u d n i a n i u
zatrudniałem	z a t r u d n i a w e m
zatrudnieni	z a t r u d n i e n i
zatrudnienia	z a t r u d n i e n i a
zatrudnienie	z a t r u d n i e n i e
zatrudnili	z a t r u d n i l j
zatrudnionego	z a t r u d n i o n e g o
zatrudniono	z a t r u d n i o n o
zatrudniony	z a t r u d n i o n i2
zatrudnionych	z a t r u d n i o n i2 h
zatrudnioną	z a t r u d n i o n oc5
zatrudnić	z a t r u d n i tsj
zatrudniło	z a t r u d n i w o
zatruć	z a t r u tsj
zatruły	z a t r u w i2
zatrzask	z a t S a s k
zatrzyma	z a t S i2 m a
zatrzymali	z a t S i2 m a l j
zatrzymaliśmy	z a t S i2 m a l j sj m i2
zatrzymana	z a t S i2 m a n a
zatrzymane	z a t S i2 m a n e
zatrzymani	z a t S i2 m a n i
zatrzymania	z a t S i2 m a n i a
zatrzymanie	z a t S i2 m a n i e
zatrzymano	z a t S i2 m a n o
zatrzymany	z a t S i2 m a n i2
zatrzymanych	z a t S i2 m a n i2 h
zatrzymać	z a t S i2 m a tsj
zatrzymał	z a t S i2 m a w
zatrzymała	z a t S i2 m a w a
zatrzymały	z a t S i2 m a w i2
zatrzymań	z a t S i2 m a n~
zatrzymuje	z a t S i2 m u j e
zatrzymywali	z a t S i2 m i2 v a l j
zatrzymywanych	z a t S i2 m i2 v a n i2 h
zatrzymywał	z a t S i2 m i2 v a w
zatrzymywałam	z a t S i2 m i2 v a w a m
zatwardziałe	z a t f a r dzj a w e
zatwierdzenie	z a t f i e r dz e n i e
zatwierdzeniu	z a t f i e r dz e n i u
zatwierdzić	z a t f i e r dzj i tsj
zatwierdził	z a t f i e r dzj i w
zatwierdzony	z a t f i e r dz o n i2
zatytułowana	z a t i2 t u w o v a n a
zatytułowanym	z a t i2 t u w o v a n i2 m
zatytułował	z a t i2 t u w o v a w
zatytułowała	z a t i2 t u w o v a w a
zatłoczoną	z a t w o tS o n oc5
zatłukli	z a t w u k l j
zaufani	z a u f a n i
zaufania	z a u f a n i a
zaufanie	z a u f a n i e
zaufanych	z a u f a n i2 h
zaufanym	z a u f a n i2 m
zauważa	z a u v a Z a
zauważają	z a u v a Z a j oc5
zauważalna	z a u v a Z a l n a
zauważalnego	z a u v a Z a l n e g o
zauważalnie	z a u v a Z a l n i e
zauważam	z a u v a Z a m
zauważany	z a u v a Z a n i2
zauważał	z a u v a Z a w
zauważona	z a u v a Z o n a
zauważono	z a u v a Z o n o
zauważony	z a u v a Z o n i2
zauważyli	z a u v a Z i2 l j
zauważyć	z a u v a Z i2 tsj
zauważył	z a u v a Z i2 w
zauważyła	z a u v a Z i2 w a
zauważyłem	z a u v a Z i2 w e m
zauważą	z a u v a Z oc5
zaułka	z a u w k a
zavos	z a f o s
zawalić	z a v a l j tsj
zawalił	z a v a l j w
zawaliły	z a v a l j w i2
zawalonych	z a v a l o n i2 h
zawarcia	z a v a r tsj a
zawarli	z a v a r l j
zawarte	z a v a r t e
zawartemu	z a v a r t e m u
zawarto	z a v a r t o
zawartości	z a v a r t o sj tsj i
zawartością	z a v a r t o sj tsj oc5
zawarty	z a v a r t i2
zawartych	z a v a r t i2 h
zawartym	z a v a r t i2 m
zaważyły	z a v a Z i2 w i2
zawdzięczają	z a v dzj eo5 tS a j oc5
zawdzięczamy	z a v dzj eo5 tS a m i2
zawiadamiają	z a v i a d a m i a j oc5
zawiadamiam	z a v i a d a m i a m
zawiadomienie	z a v i a d o m i e n i e
zawiadomień	z a v i a d o m i e n~
zawiadomili	z a v i a d o m i l j
zawiadomić	z a v i a d o m i tsj
zawiadowca	z a v i a d o v c a
zawiasów	z a v i a s u v
zawiedziona	z a v i e dzj o n a
zawiera	z a v i e r a
zawierają	z a v i e r a j oc5
zawierające	z a v i e r a j oc5 c e
zawierający	z a v i e r a j oc5 c i2
zawierającą	z a v i e r a j oc5 c oc5
zawieraniu	z a v i e r a n i u
zawieranych	z a v i e r a n i2 h
zawierać	z a v i e r a tsj
zawierał	z a v i e r a w
zawiesił	z a v i e sj i w
zawiesza	z a v i e S a
zawieszamy	z a v i e S a m i2
zawieszenia	z a v i e S e n i a
zawieszenie	z a v i e S e n i e
zawieszeniu	z a v i e S e n i u
zawieszonej	z a v i e S o n e j
zawieszono	z a v i e S o n o
zawieszonym	z a v i e S o n i2 m
zawieziony	z a v i e zj o n i2
zawirowania	z a v i r o v a n i a
zawisając	z a v i s a j oc5 c
zawita	z a v i t a
zawiłościach	z a v i w o sj tsj a h
zawiść	z a v i sj tsj
zawleczony	z a v l e tS o n i2
zawodach	z a v o d a h
zawodnicy	z a v o d n i c i2
zawodnik	z a v o d n i k
zawodowa	z a v o d o v a
zawodowe	z a v o d o v e
zawodowego	z a v o d o v e g o
zawodowej	z a v o d o v e j
zawodowemu	z a v o d o v e m u
zawodowi	z a v o d o v i
zawodowo	z a v o d o v o
zawodowy	z a v o d o v i2
zawodowych	z a v o d o v i2 h
zawodowym	z a v o d o v i2 m
zawodowymi	z a v o d o v i2 m i
zawodową	z a v o d o v oc5
zawodu	z a v o d u
zawody	z a v o d i2
zawodzi	z a v o dzj i
zawodzie	z a v o dzj e
zawodzą	z a v o dz oc5
zawodówki	z a v o d u v k i
zawojowanym	z a v o j o v a n i2 m
zawołam	z a v o w a m
zawołałam	z a v o w a w a m
zawołałem	z a v o w a w e m
zawracali	z a v r a c a l j
zawrat	z a v r a t
zawrotnej	z a v r o t n e j
zawrzeć	z a v Z e tsj
zawróci	z a v r u tsj i
zawróciło	z a v r u tsj i w o
zawsze	z a v S e
zawyżyć	z a v i2 Z i2 tsj
zawziętości	z a v zj eo5 t o sj tsj i
zawód	z a v u d
zawężać	z a v eo5 Z a tsj
zawłaszczania	z a v w a S tS a n i a
zazdroszczę	z a z d r o S tS e
zaznacza	z a z n a tS a
zaznaczał	z a z n a tS a w
zaznaczono	z a z n a tS o n o
zaznaczonymi	z a z n a tS o n i2 m i
zaznaczył	z a z n a tS i2 w
zazwyczaj	z a z v i2 tS a j
załadowano	z a w a d o v a n o
załagodzi	z a w a g o dzj i
załagodzić	z a w a g o dzj i tsj
załamania	z a w a m a n i a
załamanie	z a w a m a n i e
załamany	z a w a m a n i2
załamał	z a w a m a w
załamie	z a w a m i e
załapanie	z a w a p a n i e
załatanie	z a w a t a n i e
załataniu	z a w a t a n i u
załatwi	z a w a t f i
załatwiają	z a w a t f i a j oc5
załatwiania	z a w a t f i a n i a
załatwianiu	z a w a t f i a n i u
załatwianą	z a w a t f i a n oc5
załatwiać	z a w a t f i a tsj
załatwienia	z a w a t f i e n i a
załatwienie	z a w a t f i e n i e
załatwieniu	z a w a t f i e n i u
załatwione	z a w a t f i o n e
załatwić	z a w a t f i tsj
załatwię	z a w a t f i e
załatwił	z a w a t f i w
załoga	z a w o g a
załogi	z a w o g i
załogę	z a w o g e
załomów	z a w o m u v
założenia	z a w o Z e n i a
założeniach	z a w o Z e n i a h
założenie	z a w o Z e n i e
założeniu	z a w o Z e n i u
założeń	z a w o Z e n~
założonego	z a w o Z o n e g o
założono	z a w o Z o n o
założony	z a w o Z o n i2
założonym	z a w o Z o n i2 m
założyciel	z a w o Z i2 tsj e l
założyciela	z a w o Z i2 tsj e l a
założycielem	z a w o Z i2 tsj e l e m
założycieli	z a w o Z i2 tsj e l j
założyli	z a w o Z i2 l j
założyć	z a w o Z i2 tsj
założył	z a w o Z i2 w
założyły	z a w o Z i2 w i2
założę	z a w o Z e
załóg	z a w u g
załóżcie	z a w u Z tsj e
załącznikami	z a w oc5 tS n i k a m i
załączników	z a w oc5 tS n i k u v
zaś	z a sj
zaślepiony	z a sj l e p i o n i2
zaśpiewam	z a sj p i e v a m
zaśpiewał	z a sj p i e v a w
zaśpiewałem	z a sj p i e v a w e m
zaświeci	z a sj v i e tsj i
zażarta	z a Z a r t a
zażenowana	z a Z e n o v a n a
zażywać	z a Z i2 v a tsj
zażąda	z a Z oc5 d a
zażądali	z a Z oc5 d a l j
zażądanie	z a Z oc5 d a n i e
zażądaniu	z a Z oc5 d a n i u
zażądać	z a Z oc5 d a tsj
zażądał	z a Z oc5 d a w
zażądała	z a Z oc5 d a w a
zbadali	z b a d a l j
zbadane	z b a d a n e
zbadania	z b a d a n i a
zbadać	z b a d a tsj
zbankrutowali	z b a n k r u t o v a l j
zbankrutowała	z b a n k r u t o v a w a
zbankrutowały	z b a n k r u t o v a w i2
zbaranieć	z b a r a n i e tsj
zbentonityzowanego	z b e n t o n i t i2 z o v a n e g o
zbieg	z b i e g
zbiega	z b i e g a
zbiegają	z b i e g a j oc5
zbiegli	z b i e g l j
zbiegu	z b i e g u
zbiegłem	z b i e g w e m
zbiera	z b i e r a
zbierają	z b i e r a j oc5
zbierając	z b i e r a j oc5 c
zbieram	z b i e r a m
zbierania	z b i e r a n i a
zbierał	z b i e r a w
zbierała	z b i e r a w a
zbierało	z b i e r a w o
zbigniew	z b i g n i e v
zbigniewa	z b i g n i e v a
zbigniewem	z b i g n i e v e m
zbijają	z b i j a j oc5
zbilansować	z b i l a n s o v a tsj
zbiorowa	z b i o r o v a
zbiorowe	z b i o r o v e
zbiorowego	z b i o r o v e g o
zbiorowej	z b i o r o v e j
zbiorowisk	z b i o r o v i s k
zbiorowy	z b i o r o v i2
zbiorowych	z b i o r o v i2 h
zbiory	z b i o r i2
zbiorów	z b i o r u v
zbity	z b i t i2
zbiór	z b i u r
zbiórka	z b i u r k a
zblaknąć	z b l a k n oc5 tsj
zbliża	z b l j Z a
zbliżającego	z b l j Z a j oc5 c e g o
zbliżający	z b l j Z a j oc5 c i2
zbliżającym	z b l j Z a j oc5 c i2 m
zbliżali	z b l j Z a l j
zbliżaliśmy	z b l j Z a l j sj m i2
zbliżamy	z b l j Z a m i2
zbliżał	z b l j Z a w
zbliżała	z b l j Z a w a
zbliżenia	z b l j Z e n i a
zbliżenie	z b l j Z e n i e
zbliżone	z b l j Z o n e
zbliżony	z b l j Z o n i2
zbliży	z b l j Z i2
zbliżyć	z b l j Z i2 tsj
zbliżą	z b l j Z oc5
zboczami	z b o tS a m i
zboczu	z b o tS u
zboczyć	z b o tS i2 tsj
zbolałej	z b o l a w e j
zbolałą	z b o l a w oc5
zbombardujemy	z b o m b a r d u j e m i2
zborowski	z b o r o v s k i
zborowskiemu	z b o r o v s k i e m u
zbrodni	z b r o d n i
zbrodniach	z b r o d n i a h
zbrodniami	z b r o d n i a m i
zbrodniczy	z b r o d n i tS i2
zbrodnie	z b r o d n i e
zbrodniom	z b r o d n i o m
zbrodnią	z b r o d n i oc5
zbrodnię	z b r o d n i e
zbrojeń	z b r o j e n~
zbrojna	z b r o j n a
zbrojne	z b r o j n e
zbrojnego	z b r o j n e g o
zbrojnej	z b r o j n e j
zbrojnych	z b r o j n i2 h
zbrojnym	z b r o j n i2 m
zbrojonego	z b r o j o n e g o
zbrucz	z b r u tS
zbudowana	z b u d o v a n a
zbudowane	z b u d o v a n e
zbudowanej	z b u d o v a n e j
zbudowano	z b u d o v a n o
zbudowany	z b u d o v a n i2
zbudowanych	z b u d o v a n i2 h
zbudowaną	z b u d o v a n oc5
zbudować	z b u d o v a tsj
zbudowała	z b u d o v a w a
zbudujemy	z b u d u j e m i2
zbulwersowana	z b u l v e r s o v a n a
zbuntowanego	z b u n t o v a n e g o
zbuntują	z b u n t u j oc5
zburzone	z b u Z o n e
zburzonego	z b u Z o n e g o
zburzyć	z b u Z i2 tsj
zbydlęceniu	z b i2 d l eo5 c e n i u
zbydlęciała	z b i2 d l eo5 tsj a w a
zbydlęciałą	z b i2 d l eo5 tsj a w oc5
zbyt	z b i2 t
zbytnią	z b i2 t n i oc5
zbytu	z b i2 t u
zbójnicki	z b u j n i c k i
zbóż	z b u S
zbędnego	z b eo5 d n e g o
zbędnych	z b eo5 d n i2 h
zbędną	z b eo5 d n oc5
zchn	z e t h a e n
zda	z d a
zdadzą	z d a dz oc5
zdaje	z d a j e
zdajemy	z d a j e m i2
zdają	z d a j oc5
zdając	z d a j oc5 c
zdających	z d a j oc5 c i2 h
zdaję	z d a j e
zdali	z d a l j
zdalnego	z d a l n e g o
zdalnie	z d a l n i e
zdania	z d a n i a
zdanie	z d a n i e
zdaniem	z d a n i e m
zdaniu	z d a n i u
zdany	z d a n i2
zdarza	z d a Z a
zdarzają	z d a Z a j oc5
zdarzało	z d a Z a w o
zdarzały	z d a Z a w i2
zdarzenia	z d a Z e n i a
zdarzeniami	z d a Z e n i a m i
zdarzenie	z d a Z e n i e
zdarzeniem	z d a Z e n i e m
zdarzeniu	z d a Z e n i u
zdarzeń	z d a Z e n~
zdarzyć	z d a Z i2 tsj
zdarzył	z d a Z i2 w
zdarzyła	z d a Z i2 w a
zdarzyło	z d a Z i2 w o
zdarzyłoby	z d a Z i2 w o b i2
zdawali	z d a v a l j
zdawaliśmy	z d a v a l j sj m i2
zdawania	z d a v a n i a
zdawano	z d a v a n o
zdawać	z d a v a tsj
zdawał	z d a v a w
zdawała	z d a v a w a
zdawało	z d a v a w o
zdawały	z d a v a w i2
zdać	z d a tsj
zdał	z d a w
zdała	z d a w a
zdało	z d a w o
zdań	z d a n~
zdecydowali	z d e c i2 d o v a l j
zdecydowaliśmy	z d e c i2 d o v a l j sj m i2
zdecydowana	z d e c i2 d o v a n a
zdecydowane	z d e c i2 d o v a n e
zdecydowanego	z d e c i2 d o v a n e g o
zdecydowani	z d e c i2 d o v a n i
zdecydowania	z d e c i2 d o v a n i a
zdecydowanie	z d e c i2 d o v a n i e
zdecydowano	z d e c i2 d o v a n o
zdecydowany	z d e c i2 d o v a n i2
zdecydowanych	z d e c i2 d o v a n i2 h
zdecydowanym	z d e c i2 d o v a n i2 m
zdecydowaną	z d e c i2 d o v a n oc5
zdecydował	z d e c i2 d o v a w
zdecydowała	z d e c i2 d o v a w a
zdecydowało	z d e c i2 d o v a w o
zdecydowały	z d e c i2 d o v a w i2
zdecyduje	z d e c i2 d u j e
zdecydują	z d e c i2 d u j oc5
zdefiniować	z d e f i n i o v a tsj
zdejmowaniu	z d e j m o v a n i u
zdeklarowany	z d e k l a r o v a n i2
zdelegalizowanej	z d e l e g a l j z o v a n e j
zdelegalizowaniem	z d e l e g a l j z o v a n i e m
zdemoralizowali	z d e m o r a l j z o v a l j
zdemoralizowana	z d e m o r a l j z o v a n a
zdenerwowani	z d e n e r v o v a n i
zderzały	z d e Z a w i2
zderzenia	z d e Z e n i a
zderzeniu	z d e Z e n i u
zderzeć	z d e Z e tsj
zdesperowanych	z d e s p e r o v a n i2 h
zdeterminowani	z d e t e r m i n o v a n i
zdetronizował	z d e t r o n i z o v a w
zdezelowanymi	z d e z e l o v a n i2 m i
zdezerterują	z d e z e r t e r u j oc5
zdezorientowana	z d e z o r j e n t o v a n a
zdjąć	z d j oc5 tsj
zdjęcia	z d j eo5 tsj a
zdjęciami	z d j eo5 tsj a m i
zdjęcie	z d j eo5 tsj e
zdjęciem	z d j eo5 tsj e m
zdjęciowej	z d j eo5 tsj o v e j
zdjęto	z d j eo5 t o
zdjęć	z d j eo5 tsj
zdjęła	z d j eo5 w a
zdobionych	z d o b i o n i2 h
zdobią	z d o b i oc5
zdobycia	z d o b i2 tsj a
zdobycie	z d o b i2 tsj e
zdobyciu	z d o b i2 tsj u
zdobyczy	z d o b i2 tS i2
zdobyli	z d o b i2 l j
zdobyliśmy	z d o b i2 l j sj m i2
zdobyta	z d o b i2 t a
zdobyty	z d o b i2 t i2
zdobytych	z d o b i2 t i2 h
zdobytym	z d o b i2 t i2 m
zdobywają	z d o b i2 v a j oc5
zdobywali	z d o b i2 v a l j
zdobywanie	z d o b i2 v a n i e
zdobyć	z d o b i2 tsj
zdobył	z d o b i2 w
zdobyła	z d o b i2 w a
zdobyło	z d o b i2 w o
zdobyły	z d o b i2 w i2
zdobędą	z d o b eo5 d oc5
zdolna	z d o l n a
zdolne	z d o l n e
zdolni	z d o l n i
zdolności	z d o l n o sj tsj i
zdolnościami	z d o l n o sj tsj a m i
zdolność	z d o l n o sj tsj
zdolnych	z d o l n i2 h
zdominowała	z d o m i n o v a w a
zdołali	z d o w a l j
zdołam	z d o w a m
zdołamy	z d o w a m i2
zdołał	z d o w a w
zdołała	z d o w a w a
zdołały	z d o w a w i2
zdradzając	z d r a dz a j oc5 c
zdradzić	z d r a dzj i tsj
zdradę	z d r a d e
zdrapano	z d r a p a n o
zdroju	z d r o j u
zdrowe	z d r o v e
zdrowego	z d r o v e g o
zdrowia	z d r o v i a
zdrowie	z d r o v i e
zdrowotne	z d r o v o t n e
zdrowotnego	z d r o v o t n e g o
zdrowotnej	z d r o v o t n e j
zdrowotnych	z d r o v o t n i2 h
zdrowotnym	z d r o v o t n i2 m
zdrowotną	z d r o v o t n oc5
zdrowszym	z d r o v S i2 m
zdrowy	z d r o v i2
zdrowych	z d r o v i2 h
zdrową	z d r o v oc5
zdrożało	z d r o Z a w o
zdruzgotany	z d r u z g o t a n i2
zdumieni	z d u m i e n i
zdumienia	z d u m i e n i a
zdumienie	z d u m i e n i e
zdumieniem	z d u m i e n i e m
zdyscyplinowanej	z d i2 s c i2 p l j n o v a n e j
zdziałać	z dzj a w a tsj
zdziczenia	z dzj i tS e n i a
zdziczenie	z dzj i tS e n i e
zdzisław	z dzj i s w a v
zdzisława	z dzj i s w a v a
zdziwi	z dzj i v i
zdziwieni	z dzj i v i e n i
zdziwienie	z dzj i v i e n i e
zdziwiona	z dzj i v i o n a
zdziwiony	z dzj i v i o n i2
zdziwię	z dzj i v i e
zdziwiłbym	z dzj i v i w b i2 m
zdążają	z d oc5 Z a j oc5
zdążające	z d oc5 Z a j oc5 c e
zdąży	z d oc5 Z i2
zdążyli	z d oc5 Z i2 l j
zdążyliśmy	z d oc5 Z i2 l j sj m i2
zdążył	z d oc5 Z i2 w
zdążyła	z d oc5 Z i2 w a
zdążyły	z d oc5 Z i2 w i2
ze	z e
zebrali	z e b r a l j
zebrane	z e b r a n e
zebraniu	z e b r a n i u
zebranych	z e b r a n i2 h
zebrać	z e b r a tsj
zebrał	z e b r a w
zebrała	z e b r a w a
zebrało	z e b r a w o
zebrzydowska	z e b Z i2 d o v s k a
zechce	z e h c e
zechciała	z e h tsj a w a
zechcą	z e h c oc5
zedonga	z e d o n g a
zegadłowicza	z e g a d w o v i tS a
zegarek	z e g a r e k
zegarowego	z e g a r o v e g o
zeitung	z e i t u n g
zejścia	z e j sj tsj a
zejście	z e j sj tsj e
zejść	z e j sj tsj
zel	z e l
zelektryzowały	z e l e k t r i2 z o v a w i2
zemana	z e m a n a
zemdlała	z e m d l a w a
zemdlałam	z e m d l a w a m
zemina	z e m i n a
zemke	z e m k e
zemścić	z e m sj tsj i tsj
zenon	z e n o n
zepsuje	z e p s u j e
zer	z e r
zera	z e r a
zero	z e r o
zeromandatowe	z e r o m a n d a t o v e
zeromandatowym	z e r o m a n d a t o v i2 m
zeromandatowymi	z e r o m a n d a t o v i2 m i
zerowy	z e r o v i2
zerową	z e r o v oc5
zerwane	z e r v a n e
zerwanie	z e r v a n i e
zerwano	z e r v a n o
zerwany	z e r v a n i2
zerwaną	z e r v a n oc5
zerwał	z e r v a w
zerwała	z e r v a w a
zerwałem	z e r v a w e m
zespole	z e s p o l e
zespolikach	z e s p o l j k a h
zespołach	z e s p o w a h
zespołem	z e s p o w e m
zespołowi	z e s p o w o v i
zespołowo	z e s p o w o v o
zespołu	z e s p o w u
zespoły	z e s p o w i2
zespołów	z e s p o w u v
zespół	z e s p u w
zestaw	z e s t a v
zestawienia	z e s t a v i e n i a
zestawu	z e s t a v u
zestawy	z e s t a v i2
zestrzelili	z e s t S e l j l j
zestrzelony	z e s t S e l o n i2
zeszycie	z e S i2 tsj e
zeszyt	z e S i2 t
zeszłego	z e S w e g o
zeszłorocznych	z e S w o r o tS n i2 h
zeszłorocznymi	z e S w o r o tS n i2 m i
zeszły	z e S w i2
zeszłym	z e S w i2 m
zeszłą	z e S w oc5
zet	z e t
zetknięciu	z e t k n i eo5 tsj u
zetknąć	z e t k n oc5 tsj
zetknęła	z e t k n eo5 w a
zewnątrz	z e v n oc5 t S
zewnętrzna	z e v n eo5 t S n a
zewnętrznych	z e v n eo5 t S n i2 h
zewnętrznym	z e v n eo5 t S n i2 m
zewnętrzną	z e v n eo5 t S n oc5
zeznania	z e z n a n i a
zeznaniach	z e z n a n i a h
zeznawać	z e z n a v a tsj
zeznawał	z e z n a v a w
zeznawała	z e z n a v a w a
zeznał	z e z n a w
